,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
340,340,TrialState.PRUNED,-20.321331024169922,2019-06-10 19:05:21.063898,2019-06-10 19:08:48.382806,64,0.3,0.0077079819852875825,0.9,0.95,0.018216242829640114,64,10,340,,-18.406034469604492,-20.1524715423584,-20.321331024169922,,,,,,,,,,,,,,,,,,,
341,341,TrialState.PRUNED,-14.117762565612793,2019-06-10 19:05:22.480871,2019-06-10 19:08:37.042502,64,0.2,0.012123022997135404,0.995,0.98,0.11745583930796644,64,10,341,,-11.595197677612305,-13.039972305297852,-14.117762565612793,,,,,,,,,,,,,,,,,,,
342,342,TrialState.PRUNED,-17.358776092529297,2019-06-10 19:05:56.018912,2019-06-10 19:09:32.096554,128,0.4,0.05990054001189841,0.9999,1.0,0.00029382185686306557,128,5,342,,-16.943695068359375,-16.366912841796875,-17.358776092529297,,,,,,,,,,,,,,,,,,,
343,343,TrialState.PRUNED,-17.25638198852539,2019-06-10 19:06:19.884670,2019-06-10 19:16:55.541172,64,0.2,1.5795760478093196e-08,0.95,0.98,0.003254969960107766,1024,20,343,,-16.250652313232422,-18.260700225830078,-17.25638198852539,,,,,,,,,,,,,,,,,,,
344,344,TrialState.PRUNED,-237.31246948242188,2019-06-10 19:06:25.301153,2019-06-10 19:20:25.873017,256,0.3,0.049173628396974194,0.9999,0.99,0.013026916064485139,64,10,344,,-23.41231918334961,-42.22951889038086,-42.41620635986328,-212.89492797851562,-76.85005187988281,-32.91230010986328,-52.97809982299805,-221.5414276123047,-237.31246948242188,,,,,,,,,,,,,
345,345,TrialState.PRUNED,-18.41671371459961,2019-06-10 19:07:23.312407,2019-06-10 19:16:21.308546,128,0.3,1.2394037125782887e-08,0.99,0.92,0.0027467731754278538,1024,10,345,,-15.965578079223633,-17.233327865600586,-18.41671371459961,,,,,,,,,,,,,,,,,,,
346,346,TrialState.PRUNED,-16.41997718811035,2019-06-10 19:07:51.292132,2019-06-10 19:16:35.665996,128,0.1,1.1596559892170832e-07,0.98,0.95,0.0005046882798468775,1024,5,346,,-18.33871078491211,-16.015743255615234,-16.41997718811035,,,,,,,,,,,,,,,,,,,
347,347,TrialState.PRUNED,-16.294246673583984,2019-06-10 19:08:07.588892,2019-06-10 19:11:40.176717,128,0.2,4.8982998781218476e-08,0.95,0.99,7.731409675920797e-05,128,5,347,,-20.01290512084961,-18.154094696044922,-16.294246673583984,,,,,,,,,,,,,,,,,,,
348,348,TrialState.PRUNED,-17.398576736450195,2019-06-10 19:08:14.906291,2019-06-10 19:16:42.012307,64,0.2,0.014965691473925168,0.9,0.98,0.00021208707165186875,1024,1,348,,-15.20252513885498,-14.824111938476562,-17.398576736450195,,,,,,,,,,,,,,,,,,,
349,349,TrialState.PRUNED,-16.899944305419922,2019-06-10 19:08:22.684943,2019-06-10 19:17:02.685971,256,0.3,2.4537884124781963e-06,0.999,1.0,2.029986855829528e-05,1024,1,349,,-15.031062126159668,-15.026388168334961,-16.899944305419922,,,,,,,,,,,,,,,,,,,
350,350,TrialState.PRUNED,-8.317604064941406,2019-06-10 19:08:37.397874,2019-06-10 19:13:28.131442,256,0.2,1.1706919267733308e-08,0.999,0.92,0.11164309361994927,256,20,350,,-10.688448905944824,-11.380769729614258,-8.317604064941406,,,,,,,,,,,,,,,,,,,
351,351,TrialState.PRUNED,-17.455474853515625,2019-06-10 19:08:40.602118,2019-06-10 19:13:33.066203,64,0.3,3.081604230699373e-07,0.95,0.95,0.011179756016211035,512,10,351,,-18.164295196533203,-17.732391357421875,-17.455474853515625,,,,,,,,,,,,,,,,,,,
352,352,TrialState.PRUNED,-39.227622985839844,2019-06-10 19:08:48.732122,2019-06-10 19:15:17.015362,256,0.3,0.03242533978170411,0.98,0.98,0.0016715785921481098,256,30,352,,-17.584352493286133,-18.521793365478516,-31.877283096313477,-39.227622985839844,,,,,,,,,,,,,,,,,,
353,353,TrialState.PRUNED,-6.106162071228027,2019-06-10 19:09:32.480405,2019-06-10 19:13:13.301665,32,0.4,8.551402348995256e-08,0.99,0.99,0.5404872212403837,32,30,353,,-9.607595443725586,-8.432775497436523,-6.106162071228027,,,,,,,,,,,,,,,,,,,
354,354,TrialState.PRUNED,-16.83587074279785,2019-06-10 19:11:40.547974,2019-06-10 19:15:20.105613,128,0.2,3.828262588242894e-07,0.99,0.92,1.8301468630336217e-05,64,50,354,,-14.896051406860352,-15.264513969421387,-16.83587074279785,,,,,,,,,,,,,,,,,,,
355,355,TrialState.PRUNED,-14.941180229187012,2019-06-10 19:12:46.369842,2019-06-10 19:15:45.967218,32,0.2,0.08056684473588938,0.9999,0.9,0.00866347820563305,32,1,355,,-15.797070503234863,-16.87677001953125,-14.941180229187012,,,,,,,,,,,,,,,,,,,
356,356,TrialState.PRUNED,-19.580326080322266,2019-06-10 19:13:13.677770,2019-06-10 19:30:22.252518,128,0.2,2.0469334251527678e-08,0.9999,1.0,0.004112646812698375,2048,5,356,,-15.312978744506836,-17.300811767578125,-19.580326080322266,,,,,,,,,,,,,,,,,,,
357,357,TrialState.PRUNED,-13.806129455566406,2019-06-10 19:13:28.505316,2019-06-10 19:16:45.614283,32,0.2,1.943550136925093e-06,0.999,1.0,0.15368514117825988,16,5,357,,-12.537781715393066,-13.828706741333008,-13.806129455566406,,,,,,,,,,,,,,,,,,,
358,358,TrialState.PRUNED,-14.50182819366455,2019-06-10 19:13:33.446112,2019-06-10 19:18:14.214285,32,0.2,9.690994545573824e-08,0.999,0.9,3.891361306543689e-05,512,5,358,,-18.336917877197266,-18.97244644165039,-14.50182819366455,,,,,,,,,,,,,,,,,,,
359,359,TrialState.PRUNED,-14.836694717407227,2019-06-10 19:14:10.072574,2019-06-10 19:17:46.725504,64,0.4,1.0641924757453707e-08,0.95,1.0,3.6471652794243496e-05,128,20,359,,-16.900964736938477,-16.482357025146484,-14.836694717407227,,,,,,,,,,,,,,,,,,,
360,360,TrialState.PRUNED,-16.013792037963867,2019-06-10 19:15:09.653438,2019-06-10 19:19:45.605653,256,0.3,0.004823041388716475,0.95,0.9,1.8925112370450976e-05,256,10,360,,-18.548091888427734,-18.07741928100586,-16.013792037963867,,,,,,,,,,,,,,,,,,,
361,361,TrialState.PRUNED,-15.120771408081055,2019-06-10 19:15:17.387005,2019-06-10 19:33:22.047660,128,0.1,3.8587266953324065e-05,0.9,0.95,0.05422119122430675,2048,10,361,,-16.969112396240234,-16.542421340942383,-15.120771408081055,,,,,,,,,,,,,,,,,,,
362,362,TrialState.PRUNED,-7.772555351257324,2019-06-10 19:15:20.447943,2019-06-10 19:19:00.046275,64,0.4,0.00020856742268019127,0.9,0.8,0.41169107602318056,128,20,362,,-2.986353635787964,-2.5727076530456543,-7.772555351257324,,,,,,,,,,,,,,,,,,,
363,363,TrialState.PRUNED,-16.759485244750977,2019-06-10 19:15:23.752007,2019-06-10 19:37:21.780240,64,0.3,9.913442613942545e-07,0.995,0.9,0.00027066477644157173,2048,20,363,,-18.602596282958984,-17.008886337280273,-16.759485244750977,,,,,,,,,,,,,,,,,,,
364,364,TrialState.PRUNED,-45.979774475097656,2019-06-10 19:15:46.332619,2019-06-10 19:22:45.286646,64,0.4,8.78666405922353e-08,0.995,0.9,0.00014935788810493259,256,50,364,,-16.741226196289062,-15.879636764526367,-48.99080276489258,-45.979774475097656,,,,,,,,,,,,,,,,,,
365,365,TrialState.PRUNED,-15.659838676452637,2019-06-10 19:16:21.671546,2019-06-10 19:20:47.351804,64,0.1,1.4548541783889062e-05,0.999,0.8,0.07350388655015254,16,50,365,,-16.587936401367188,-15.353256225585938,-15.659838676452637,,,,,,,,,,,,,,,,,,,
366,366,TrialState.PRUNED,-21.659990310668945,2019-06-10 19:16:36.033602,2019-06-10 19:20:17.300812,128,0.1,0.00028002531245253513,0.999,0.99,0.0304362616626902,128,5,366,,-18.91232681274414,-18.0770320892334,-21.659990310668945,,,,,,,,,,,,,,,,,,,
367,367,TrialState.PRUNED,-16.344928741455078,2019-06-10 19:16:42.359013,2019-06-10 19:19:44.437222,32,0.3,0.005860445857588671,0.9999,0.99,5.497856453022025e-05,64,1,367,,-17.205577850341797,-16.79361343383789,-16.344928741455078,,,,,,,,,,,,,,,,,,,
368,368,TrialState.PRUNED,-18.666858673095703,2019-06-10 19:16:45.954371,2019-06-10 19:19:50.428987,64,0.1,0.00020106628525744298,0.98,0.95,2.003998583075473e-05,64,1,368,,-15.640623092651367,-19.03335189819336,-18.666858673095703,,,,,,,,,,,,,,,,,,,
369,369,TrialState.PRUNED,-16.32204818725586,2019-06-10 19:16:55.902205,2019-06-10 19:22:00.674278,128,0.2,3.953031009806401e-07,0.9999,0.98,4.515168750885761e-05,256,1,369,,-14.937911987304688,-14.705986022949219,-16.32204818725586,,,,,,,,,,,,,,,,,,,
370,370,TrialState.PRUNED,-21.85940933227539,2019-06-10 19:17:03.046115,2019-06-10 19:20:23.163932,256,0.4,2.8645632002858367e-05,0.99,0.95,0.037282002519682306,32,10,370,,-24.729278564453125,-18.57607078552246,-21.85940933227539,,,,,,,,,,,,,,,,,,,
371,371,TrialState.PRUNED,-14.769378662109375,2019-06-10 19:17:47.087307,2019-06-10 19:23:25.609890,32,0.3,1.2135582664049499e-06,0.99,0.99,0.9794781769230043,256,30,371,,-9.071139335632324,-8.243696212768555,-14.769378662109375,,,,,,,,,,,,,,,,,,,
372,372,TrialState.PRUNED,-40.67298126220703,2019-06-10 19:18:14.625032,2019-06-10 19:23:11.472762,32,0.2,0.0022258342485013205,0.98,0.99,0.0003533208761455593,64,30,372,,-18.830799102783203,-22.238269805908203,-40.878509521484375,-40.67298126220703,,,,,,,,,,,,,,,,,,
373,373,TrialState.PRUNED,-12.228408813476562,2019-06-10 19:19:00.429870,2019-06-10 19:28:24.524718,256,0.4,0.0006856388237017954,0.98,1.0,0.1272037537126928,1024,10,373,,-10.167055130004883,-11.765992164611816,-12.228408813476562,,,,,,,,,,,,,,,,,,,
374,374,TrialState.PRUNED,-15.978480339050293,2019-06-10 19:19:44.814275,2019-06-10 19:23:39.122309,256,0.4,1.0802187136101378e-08,0.995,0.98,4.4472878764581844e-05,128,30,374,,-17.575634002685547,-15.386319160461426,-15.978480339050293,,,,,,,,,,,,,,,,,,,
375,375,TrialState.PRUNED,-8.61535930633545,2019-06-10 19:19:45.961732,2019-06-10 19:24:20.986539,256,0.1,3.0243069831701466e-07,0.995,0.8,0.13641818411828327,512,1,375,,-11.135342597961426,-6.551800727844238,-8.61535930633545,,,,,,,,,,,,,,,,,,,
376,376,TrialState.PRUNED,-21.244365692138672,2019-06-10 19:19:50.775971,2019-06-10 19:23:45.854564,32,0.3,0.02976967652816702,0.999,0.8,0.001235427140875487,128,10,376,,-16.815080642700195,-17.09039878845215,-21.244365692138672,,,,,,,,,,,,,,,,,,,
377,377,TrialState.PRUNED,-22.82773780822754,2019-06-10 19:20:17.690837,2019-06-10 19:24:02.295167,256,0.1,9.065453977267425e-08,0.99,1.0,0.004811474515226518,32,30,377,,-18.058202743530273,-30.749256134033203,-22.82773780822754,,,,,,,,,,,,,,,,,,,
378,378,TrialState.PRUNED,-18.10429573059082,2019-06-10 19:20:23.510493,2019-06-10 19:40:20.493730,64,0.2,0.0034591617147864055,0.98,0.98,0.0011808489994545074,2048,30,378,,-16.77251434326172,-17.643774032592773,-18.10429573059082,,,,,,,,,,,,,,,,,,,
379,379,TrialState.PRUNED,-19.8660888671875,2019-06-10 19:20:26.227911,2019-06-10 19:27:37.430654,32,0.4,3.1501225634749537e-06,0.98,0.98,0.007412565074628082,512,50,379,,-17.5468807220459,-15.702105522155762,-19.8660888671875,,,,,,,,,,,,,,,,,,,
380,380,TrialState.PRUNED,-15.093218803405762,2019-06-10 19:20:47.737642,2019-06-10 19:31:11.119548,64,0.1,3.464015418919837e-07,0.995,0.92,1.9626236822902365e-05,1024,30,380,,-16.162471771240234,-17.34222984313965,-15.093218803405762,,,,,,,,,,,,,,,,,,,
381,381,TrialState.PRUNED,-16.531055450439453,2019-06-10 19:22:01.049677,2019-06-10 19:26:07.381953,256,0.2,7.529477752089466e-07,0.999,0.8,0.0013617506007942272,128,1,381,,-18.91092300415039,-16.067180633544922,-16.531055450439453,,,,,,,,,,,,,,,,,,,
382,382,TrialState.PRUNED,-8.960914611816406,2019-06-10 19:22:45.657309,2019-06-10 19:26:05.120344,128,0.1,0.0005391161086654563,0.99,0.9,0.648711165576217,64,30,382,,-10.064035415649414,-9.60847282409668,-8.960914611816406,,,,,,,,,,,,,,,,,,,
383,383,TrialState.PRUNED,-16.38213539123535,2019-06-10 19:23:11.854700,2019-06-10 19:28:28.817253,128,0.4,1.3669816095442444e-07,0.95,0.95,5.6699041759345196e-05,512,50,383,,-17.379911422729492,-16.42919158935547,-16.38213539123535,,,,,,,,,,,,,,,,,,,
384,384,TrialState.PRUNED,-16.562808990478516,2019-06-10 19:23:25.985723,2019-06-10 19:41:05.280696,32,0.2,4.657965943219757e-08,0.9999,0.99,0.0004611946200413111,2048,5,384,,-17.06631088256836,-16.27838706970215,-16.562808990478516,,,,,,,,,,,,,,,,,,,
385,385,TrialState.PRUNED,-14.699295043945312,2019-06-10 19:23:39.497633,2019-06-10 19:30:11.036371,32,0.4,0.00013280604957886233,0.995,0.8,0.021581655143905903,64,50,385,,-16.046875,-39.490272521972656,-65.96922302246094,-15.320223808288574,-14.699295043945312,,,,,,,,,,,,,,,,,
386,386,TrialState.PRUNED,-15.331243515014648,2019-06-10 19:23:46.203380,2019-06-10 19:28:44.927607,64,0.1,0.00012878166427624784,0.9999,0.9,0.1187812901549721,256,10,386,,-9.3118314743042,-7.834134101867676,-15.331243515014648,,,,,,,,,,,,,,,,,,,
387,387,TrialState.PRUNED,-15.602676391601562,2019-06-10 19:24:02.677448,2019-06-10 19:27:55.823639,32,0.3,7.396089354214504e-06,0.9,0.9,2.0741732201492017e-05,64,30,387,,-16.847049713134766,-15.278294563293457,-15.602676391601562,,,,,,,,,,,,,,,,,,,
388,388,TrialState.PRUNED,-18.923240661621094,2019-06-10 19:24:21.363607,2019-06-10 19:28:09.678278,128,0.1,1.0304517947732422e-06,0.9,0.99,0.027159191556060933,32,20,388,,-22.201114654541016,-18.129220962524414,-18.923240661621094,,,,,,,,,,,,,,,,,,,
389,389,TrialState.PRUNED,-5.346593379974365,2019-06-10 19:26:05.506311,2019-06-10 19:29:47.875548,64,0.2,5.888126668973679e-07,0.9999,0.99,0.4648142733471761,128,1,389,,-3.4153354167938232,-1.5907306671142578,-5.346593379974365,,,,,,,,,,,,,,,,,,,
390,390,TrialState.PRUNED,-16.95985984802246,2019-06-10 19:26:07.751505,2019-06-10 19:31:39.192472,64,0.4,5.69387883082649e-06,0.95,1.0,3.756304133620105e-05,256,10,390,,-17.412242889404297,-16.67978286743164,-16.95985984802246,,,,,,,,,,,,,,,,,,,
391,391,TrialState.PRUNED,-11.699827194213867,2019-06-10 19:27:37.819200,2019-06-10 19:33:11.106581,256,0.4,3.0242645506119317e-05,0.98,0.92,0.16001150575178122,256,20,391,,-9.794066429138184,-10.838264465332031,-11.699827194213867,,,,,,,,,,,,,,,,,,,
392,392,TrialState.PRUNED,-18.068626403808594,2019-06-10 19:27:56.213002,2019-06-10 19:33:15.511613,32,0.1,7.25674366025685e-06,0.98,1.0,0.036885190184310954,256,20,392,,-15.07641315460205,-14.103716850280762,-18.068626403808594,,,,,,,,,,,,,,,,,,,
393,393,TrialState.PRUNED,-16.88489532470703,2019-06-10 19:28:10.061423,2019-06-10 19:31:57.969891,64,0.2,9.016263244186956e-08,0.99,0.98,7.247877057021112e-05,128,10,393,,-19.50907325744629,-16.594663619995117,-16.88489532470703,,,,,,,,,,,,,,,,,,,
394,394,TrialState.PRUNED,-19.67703628540039,2019-06-10 19:28:24.889058,2019-06-10 19:36:47.012803,32,0.4,8.707012461527466e-08,0.99,1.0,0.0027682947790418208,16,50,394,,-58.127166748046875,-52.077720642089844,-41.920745849609375,-112.65816497802734,-25.78888511657715,-19.67703628540039,,,,,,,,,,,,,,,,
395,395,TrialState.PRUNED,-15.766140937805176,2019-06-10 19:28:29.179114,2019-06-10 19:32:18.606859,128,0.3,0.05990766592998179,0.99,0.8,0.03336746918302795,128,1,395,,-15.532574653625488,-15.913604736328125,-15.766140937805176,,,,,,,,,,,,,,,,,,,
396,396,TrialState.PRUNED,-14.882257461547852,2019-06-10 19:28:45.293298,2019-06-10 19:37:53.464987,256,0.1,3.541879930147623e-07,0.98,0.8,0.008764171405632692,1024,30,396,,-15.479901313781738,-16.400238037109375,-14.882257461547852,,,,,,,,,,,,,,,,,,,
397,397,TrialState.PRUNED,-20.077749252319336,2019-06-10 19:29:48.252013,2019-06-10 19:34:32.421549,256,0.3,6.401057039541014e-07,0.9999,0.92,0.008235498498947183,512,30,397,,-19.822376251220703,-17.223575592041016,-20.077749252319336,,,,,,,,,,,,,,,,,,,
398,398,TrialState.PRUNED,-19.336769104003906,2019-06-10 19:30:11.418246,2019-06-10 19:34:45.327643,128,0.1,6.597850520152909e-05,0.995,0.95,0.0112836257981537,512,5,398,,-17.19466781616211,-14.656580924987793,-19.336769104003906,,,,,,,,,,,,,,,,,,,
399,399,TrialState.PRUNED,-11.259671211242676,2019-06-10 19:30:22.625413,2019-06-10 19:33:30.458167,64,0.2,7.962806762345832e-06,0.999,0.98,0.683564877275303,64,1,399,,-8.812471389770508,-5.796310901641846,-11.259671211242676,,,,,,,,,,,,,,,,,,,
400,400,TrialState.PRUNED,-17.61179542541504,2019-06-10 19:31:11.492404,2019-06-10 19:34:25.751778,32,0.2,1.9254456734907384e-07,0.9,0.95,0.00015344338135365668,32,5,400,,-15.887632369995117,-16.10915184020996,-17.61179542541504,,,,,,,,,,,,,,,,,,,
401,401,TrialState.PRUNED,-10.102801322937012,2019-06-10 19:31:39.584791,2019-06-10 19:36:10.616756,32,0.1,4.1249395552256e-07,0.95,1.0,0.12656417839228043,128,10,401,,-9.1388521194458,-8.253206253051758,-10.102801322937012,,,,,,,,,,,,,,,,,,,
402,402,TrialState.PRUNED,-16.787609100341797,2019-06-10 19:31:58.349195,2019-06-10 19:36:37.151225,32,0.4,0.02279877984742439,0.9999,0.8,0.00149546445564803,512,1,402,,-16.814178466796875,-16.679445266723633,-16.787609100341797,,,,,,,,,,,,,,,,,,,
403,403,TrialState.PRUNED,-9.825030326843262,2019-06-10 19:32:18.989009,2019-06-10 19:36:22.460019,32,0.2,9.080719527022943e-05,0.9999,0.8,0.3968714570424174,128,10,403,,-12.99378490447998,-12.75029182434082,-9.825030326843262,,,,,,,,,,,,,,,,,,,
404,404,TrialState.PRUNED,-9.459497451782227,2019-06-10 19:33:03.336304,2019-06-10 19:37:46.792229,64,0.4,7.671760302623895e-06,0.9999,0.95,0.8170195839400425,128,30,404,,-11.205803871154785,-3.924626588821411,-9.459497451782227,,,,,,,,,,,,,,,,,,,
405,405,TrialState.PRUNED,-15.503911972045898,2019-06-10 19:33:11.500730,2019-06-10 19:37:08.512755,64,0.3,0.048102037753332536,0.98,0.92,1.0021519356854502e-05,32,20,405,,-14.733156204223633,-17.751876831054688,-15.503911972045898,,,,,,,,,,,,,,,,,,,
406,406,TrialState.PRUNED,-16.755325317382812,2019-06-10 19:33:15.866078,2019-06-10 19:42:23.166911,64,0.2,5.8692021678912605e-05,0.999,0.92,0.02629650654134829,1024,5,406,,-13.527087211608887,-17.184993743896484,-16.755325317382812,,,,,,,,,,,,,,,,,,,
407,407,TrialState.COMPLETE,-91.01285552978516,2019-06-10 19:33:22.382593,2019-06-10 20:11:18.559112,64,0.2,0.0009833816301497884,0.999,0.92,0.006412001096587288,64,20,407,,-17.021892547607422,-30.635875701904297,-266.79815673828125,-536.0524291992188,-699.4267578125,-544.5870361328125,-559.7863159179688,-689.0780029296875,-246.0690155029297,-317.868408203125,-355.4640197753906,-286.61785888671875,-99.1759033203125,-80.52173614501953,-112.29603576660156,-54.3094596862793,-92.20619201660156,-123.89289855957031,-91.01285552978516,,,
408,408,TrialState.PRUNED,-17.524112701416016,2019-06-10 19:33:30.820799,2019-06-10 19:38:15.789606,128,0.4,0.02477583326896526,0.9,1.0,5.540776908716941e-05,256,10,408,,-18.02703094482422,-17.98434066772461,-17.524112701416016,,,,,,,,,,,,,,,,,,,
409,409,TrialState.PRUNED,-16.010196685791016,2019-06-10 19:34:26.155497,2019-06-10 19:37:35.555281,32,0.4,0.0012665836367926001,0.995,0.9,0.00039085410094759663,16,1,409,,-16.864614486694336,-16.168779373168945,-16.010196685791016,,,,,,,,,,,,,,,,,,,
410,410,TrialState.PRUNED,-16.7032413482666,2019-06-10 19:34:32.780430,2019-06-10 19:58:03.465742,32,0.4,0.00026015097670749175,0.95,0.99,0.021731454830978984,2048,50,410,,-14.72388744354248,-16.87085723876953,-16.7032413482666,,,,,,,,,,,,,,,,,,,
411,411,TrialState.PRUNED,-32.55323028564453,2019-06-10 19:34:45.701397,2019-06-10 19:38:00.642737,64,0.1,8.06714396708223e-08,0.99,0.99,0.011513040813135516,64,20,411,,-16.6051082611084,-18.255626678466797,-32.55323028564453,,,,,,,,,,,,,,,,,,,
412,412,TrialState.PRUNED,-25.083118438720703,2019-06-10 19:36:10.994687,2019-06-10 19:41:51.352732,64,0.3,1.5409831687052192e-05,0.9999,1.0,0.019621008884774305,256,20,412,,-16.477636337280273,-17.37380599975586,-25.083118438720703,,,,,,,,,,,,,,,,,,,
413,413,TrialState.PRUNED,-70.18413543701172,2019-06-10 19:36:22.821917,2019-06-10 19:42:55.210836,64,0.4,1.1549194455319063e-06,0.99,0.95,0.007069045167326972,32,50,413,,-28.5808048248291,-89.73479461669922,-85.34852600097656,-80.02184295654297,-70.18413543701172,,,,,,,,,,,,,,,,,
414,414,TrialState.PRUNED,-5.0019941329956055,2019-06-10 19:36:37.533930,2019-06-10 19:42:05.704194,128,0.4,2.0199027060373427e-05,0.9999,0.98,0.08865261034266374,256,50,414,,-2.491227626800537,-7.36487340927124,-5.0019941329956055,,,,,,,,,,,,,,,,,,,
415,415,TrialState.PRUNED,-8.754656791687012,2019-06-10 19:36:47.378101,2019-06-10 19:40:07.075748,128,0.4,2.9745462664426472e-08,0.99,0.8,0.1447681239230321,16,5,415,,-8.955810546875,-12.515344619750977,-8.754656791687012,,,,,,,,,,,,,,,,,,,
416,416,TrialState.PRUNED,-24.763694763183594,2019-06-10 19:37:08.885061,2019-06-10 19:40:45.246183,128,0.3,0.003349642243240229,0.95,0.99,0.004616868217001574,16,1,416,,-15.213183403015137,-18.28896141052246,-24.763694763183594,,,,,,,,,,,,,,,,,,,
417,417,TrialState.PRUNED,-16.773303985595703,2019-06-10 19:37:22.138155,2019-06-10 19:49:13.421001,64,0.4,0.00016845361172584462,0.99,0.8,0.015482558288270316,1024,30,417,,-16.916231155395508,-17.81369400024414,-16.773303985595703,,,,,,,,,,,,,,,,,,,
418,418,TrialState.PRUNED,-7.984091281890869,2019-06-10 19:37:35.935529,2019-06-10 19:42:41.819375,256,0.4,0.00010701348561826977,0.99,0.95,0.5067008693237424,256,20,418,,-18.1513671875,-8.148447036743164,-7.984091281890869,,,,,,,,,,,,,,,,,,,
419,419,TrialState.PRUNED,-25.157554626464844,2019-06-10 19:37:47.168739,2019-06-10 19:42:18.895008,128,0.3,0.0040636279522482666,0.98,0.98,0.0043692776127253734,64,50,419,,-17.906997680664062,-20.038829803466797,-25.157554626464844,,,,,,,,,,,,,,,,,,,
420,420,TrialState.PRUNED,-10.987886428833008,2019-06-10 19:37:53.825353,2019-06-10 19:58:12.301567,64,0.4,0.00023284508596613563,0.9,1.0,0.09062930504802463,2048,30,420,,-8.370718002319336,-6.47594690322876,-10.987886428833008,,,,,,,,,,,,,,,,,,,
421,421,TrialState.PRUNED,-1.700965166091919,2019-06-10 19:38:00.997368,2019-06-10 19:55:24.538069,32,0.4,3.33323145839372e-07,0.9999,1.0,0.6458271029479518,2048,1,421,,-4.159324645996094,-4.833259105682373,-1.700965166091919,,,,,,,,,,,,,,,,,,,
422,422,TrialState.PRUNED,-15.556694030761719,2019-06-10 19:38:16.159167,2019-06-10 19:57:07.132252,256,0.2,1.333036234618674e-06,0.99,1.0,0.008381356610670137,2048,50,422,,-16.88396644592285,-15.773449897766113,-15.556694030761719,,,,,,,,,,,,,,,,,,,
